Warehouse_block,Mode_of_Shipment,Product_importance,Weight_in_gms,Cost_of_the_Product,Discount_offered,Reached.on.Time_Y.N
B,Ship,medium,4299,202,2,1
C,Ship,medium,5062,143,3,1
F,Ship,low,5633,180,10,0
D,Ship,medium,4430,221,3,1
F,Ship,low,4810,173,7,1
A,Ship,medium,4853,107,2,0
B,Ship,medium,4154,259,3,1
C,Ship,medium,4908,134,4,0
F,Ship,low,4745,204,4,0
D,Ship,medium,4138,161,3,0
F,Ship,low,5668,100,7,1
A,Ship,medium,5890,260,3,0
B,Ship,low,4271,196,4,0
C,Ship,low,4799,260,1,1
F,Ship,low,4700,193,5,0
D,Ship,medium,4159,258,7,0
F,Ship,low,4492,254,9,0
A,Ship,low,4934,216,3,0
B,Ship,low,5323,273,5,0
C,Ship,low,4219,223,1,0
F,Ship,medium,5638,182,10,0
D,Ship,low,5722,201,6,1
F,Ship,medium,5657,249,6,1
A,Ship,low,5314,152,1,1
B,Ship,medium,4734,244,6,1
C,Ship,medium,4398,256,3,1
F,Ship,medium,5121,223,3,0
D,Ship,high,4816,185,3,1
F,Ship,medium,4410,166,9,0
A,Ship,medium,5765,113,1,1
B,Ship,medium,5967,134,7,0
C,Ship,high,4719,228,4,1
F,Ship,low,5844,204,10,1
D,Ship,medium,4136,152,2,0
F,Ship,medium,5779,195,9,1
A,Ship,high,5173,192,3,0
B,Ship,medium,4977,247,8,0
C,Ship,medium,4163,135,2,0
F,Ship,medium,5337,209,1,0
D,Ship,low,4721,173,1,0
F,Ship,low,5660,222,5,0
A,Ship,medium,4086,192,10,1
B,Ship,medium,5618,206,6,0
C,Ship,medium,4687,275,6,1
F,Ship,medium,5787,192,8,1
D,Ship,medium,5208,121,10,0
F,Ship,low,4904,177,8,0
A,Ship,low,4989,243,2,0
B,Ship,low,4745,262,1,1
C,Ship,low,5897,189,3,1
F,Ship,low,5307,178,4,0
D,Ship,medium,4228,232,1,1
F,Ship,low,4377,254,1,1
A,Ship,medium,4082,148,5,1
B,Ship,high,4868,253,4,1
C,Ship,medium,5279,223,9,1
F,Ship,medium,4075,190,7,0
D,Ship,low,5332,181,2,0
F,Ship,low,5119,226,8,0
A,Ship,medium,4883,182,8,0
B,Ship,medium,4119,191,6,0
C,Ship,low,4195,223,1,0
F,Ship,medium,4521,274,4,0
D,Ship,low,5637,218,9,0
F,Ship,low,5658,197,3,0
A,Ship,low,5271,137,6,0
B,Ship,low,5873,163,3,1
C,Ship,low,4377,218,6,1
F,Ship,low,4343,245,6,1
D,Ship,medium,4089,181,2,0
F,Road,high,4612,222,2,0
A,Road,low,4390,259,7,1
B,Road,medium,5398,157,6,1
C,Road,medium,4820,137,10,1
F,Road,low,4199,242,8,0
D,Road,medium,4938,154,7,0
F,Road,low,4174,150,3,0
A,Road,medium,5510,174,7,1
B,Road,high,5837,265,3,1
C,Road,medium,4540,248,8,0
F,Road,low,5156,186,7,1
D,Road,medium,5764,152,6,1
F,Road,medium,5791,163,2,1
A,Road,medium,5735,168,5,1
B,Road,medium,4845,102,3,1
C,Road,medium,4783,169,1,1
F,Road,high,4031,163,3,1
D,Road,medium,5100,154,4,0
F,Road,low,4878,271,3,0
A,Road,medium,5409,182,7,1
B,Road,low,5232,173,5,0
C,Road,low,5696,244,10,0
F,Flight,low,4512,214,8,0
D,Flight,high,4076,210,6,0
F,Flight,medium,5700,194,10,0
A,Flight,high,4818,185,7,1
B,Flight,low,5130,121,10,1
C,Flight,medium,4137,203,3,0
F,Flight,high,5472,134,8,0
D,Flight,medium,5665,263,9,1
F,Flight,low,5888,279,6,1
A,Flight,low,5584,222,5,0
B,Flight,low,4799,233,9,1
C,Flight,low,4152,271,3,0
F,Flight,low,5964,118,6,0
D,Flight,low,4261,183,5,1
F,Flight,low,4077,217,5,0
A,Flight,medium,4909,245,8,1
B,Flight,medium,5545,143,5,1
C,Flight,medium,4189,149,3,0
F,Flight,medium,1400,275,10,1
D,Flight,medium,4776,168,4,1
F,Flight,medium,4179,102,3,0
A,Flight,medium,4038,169,10,1
B,Ship,high,5118,163,3,1
C,Ship,medium,4478,154,3,0
F,Ship,low,4444,271,8,1
D,Ship,medium,5281,182,2,1
F,Ship,low,4410,173,7,0
A,Ship,low,5794,244,10,0
B,Ship,low,5546,214,3,0
C,Ship,high,5876,210,3,1
F,Ship,medium,4770,194,8,0
D,Ship,high,4973,185,1,0
F,Ship,low,5210,121,2,1
A,Ship,medium,5543,203,1,0
B,Ship,high,5632,134,1,0
C,Ship,medium,5447,263,8,1
F,Ship,low,4785,279,5,0
D,Ship,low,5130,222,3,0
F,Ship,low,4668,233,5,0
A,Ship,low,4085,271,9,0
B,Ship,low,5699,118,10,1
C,Ship,low,4179,183,3,1
F,Ship,low,4883,217,5,1
D,Ship,medium,5363,245,1,0
F,Ship,medium,4486,143,7,0
A,Ship,medium,4049,149,7,1
B,Ship,medium,1890,275,9,0
C,Ship,low,1149,282,5,0
F,Ship,medium,1966,276,3,0
D,Ship,low,1360,244,6,1
F,Ship,medium,5478,258,7,0
A,Ship,low,5657,257,5,0
B,Ship,medium,5178,195,9,1
C,Ship,low,4606,152,6,1
F,Ship,low,5776,100,1,1
D,Ship,medium,5783,248,4,0
F,Ship,low,4492,274,2,1
A,Ship,low,5244,203,1,0
B,Ship,low,4777,194,8,0
C,Ship,low,4439,142,7,0
F,Ship,low,5833,208,7,0
D,Ship,medium,5954,237,6,0
F,Ship,low,4580,210,9,0
A,Ship,low,4061,158,10,1
B,Ship,low,5700,148,1,0
C,Ship,high,5846,146,4,1
F,Ship,low,5768,155,3,0
D,Ship,medium,5211,233,10,1
F,Ship,medium,4280,165,8,1
A,Ship,medium,5491,227,10,1
B,Ship,low,4184,197,6,0
C,Ship,medium,4983,134,2,0
F,Ship,low,5045,134,9,0
D,Ship,low,4724,194,3,1
F,Ship,low,4337,172,4,0
A,Ship,medium,5322,205,2,0
B,Ship,low,5196,191,9,1
C,Ship,low,5690,225,10,0
F,Ship,medium,4915,152,2,1
D,Ship,medium,5001,249,10,1
F,Ship,low,4218,136,4,1
A,Ship,high,4538,146,7,0
B,Ship,medium,4607,259,1,0
C,Ship,medium,5577,159,4,1
F,Ship,medium,4064,162,5,1
D,Ship,low,5064,205,6,0
F,Ship,medium,4109,155,6,1
A,Ship,medium,4151,171,4,0
B,Ship,medium,5695,244,1,1
C,Ship,medium,5849,135,2,1
F,Ship,low,5174,147,5,0
D,Ship,low,4514,245,4,1
F,Ship,low,5481,266,5,0
A,Ship,low,5409,165,3,0
B,Ship,medium,5433,226,1,1
C,Ship,medium,4925,185,1,0
F,Ship,low,5258,267,9,1
D,Ship,low,4289,169,9,1
F,Ship,high,5335,191,6,1
A,Ship,medium,5154,187,2,1
B,Ship,low,5936,265,9,0
C,Ship,medium,4093,243,8,0
F,Ship,low,5559,166,2,0
D,Ship,medium,4440,249,3,0
F,Ship,low,4866,271,1,0
A,Ship,medium,4681,272,5,1
B,Ship,low,4526,226,8,0
C,Ship,medium,5762,250,8,1
F,Ship,medium,5777,135,9,1
D,Ship,high,4202,274,3,1
F,Ship,medium,4124,184,2,1
A,Ship,medium,4520,139,2,1
B,Ship,low,4620,198,8,1
C,Ship,medium,5154,168,1,0
F,Ship,medium,5203,245,4,1
D,Road,low,4374,251,4,1
F,Road,medium,4359,153,9,0
A,Road,medium,4735,142,2,1
B,Road,low,4913,148,5,0
C,Road,low,5012,273,1,0
F,Road,low,4802,180,5,1
D,Road,low,5205,158,2,1
F,Road,medium,5588,240,2,0
A,Road,low,4813,174,7,1
B,Road,low,4524,186,6,0
C,Road,high,5969,174,9,1
F,Road,low,4072,260,10,1
D,Road,low,4308,258,2,0
F,Road,medium,4090,262,3,1
A,Road,low,5800,197,4,0
B,Road,low,5449,238,4,1
C,Road,low,4608,168,9,0
F,Road,low,5621,266,9,1
D,Road,high,5460,251,5,0
F,Road,low,5638,272,3,1
A,Road,medium,4311,203,4,1
B,Road,low,4096,168,6,0
C,Flight,medium,5534,138,7,0
F,Flight,medium,5296,129,9,1
D,Flight,low,5279,178,9,1
F,Flight,medium,5913,211,1,1
A,Flight,high,5750,169,5,0
B,Flight,low,5922,267,8,0
C,Flight,low,5959,183,1,1
F,Flight,low,4335,194,8,1
D,Flight,low,4749,151,8,0
F,Flight,low,4184,225,5,1
A,Flight,low,4155,184,6,1
B,Flight,medium,4978,269,1,0
C,Flight,medium,5161,274,5,0
F,Flight,high,5341,142,7,0
D,Flight,low,5067,140,6,0
F,Flight,medium,5253,219,5,0
A,Flight,medium,5331,237,2,0
B,Flight,low,4370,140,7,1
C,Flight,low,5418,105,10,1
F,Flight,low,4056,192,6,0
D,Flight,low,4990,154,2,1
F,Flight,low,4005,165,3,1
A,Ship,low,5594,197,2,1
B,Ship,low,5156,274,3,0
C,Ship,high,5991,193,10,1
F,Ship,high,4303,252,4,0
D,Ship,low,4994,224,6,0
F,Ship,low,4782,230,4,1
A,Ship,medium,4318,174,10,0
B,Ship,medium,4940,226,3,1
C,Ship,medium,5690,245,9,0
F,Ship,medium,5766,206,2,0
D,Ship,low,4976,241,2,1
F,Ship,high,4249,148,1,0
A,Ship,low,5875,181,7,0
B,Ship,low,5673,146,8,1
C,Ship,high,5636,115,6,0
F,Ship,low,4530,201,10,1
D,Ship,low,5225,273,1,1
F,Ship,low,4506,228,6,0
A,Ship,low,4336,185,2,1
B,Ship,low,4858,170,10,0
C,Ship,low,5017,156,7,0
F,Ship,medium,5545,159,3,0
D,Ship,high,4914,263,8,0
F,Ship,medium,4314,159,1,1
A,Ship,low,4244,241,10,1
B,Ship,medium,4267,167,3,1
C,Ship,low,5089,231,4,1
F,Ship,low,4817,233,5,0
D,Ship,high,5021,256,2,0
F,Ship,high,4426,205,3,0
A,Ship,high,4407,180,1,0
B,Ship,medium,5957,187,10,0
C,Ship,medium,4922,250,1,1
F,Ship,low,5151,273,9,0
D,Ship,low,4445,224,10,0
F,Ship,medium,4365,195,8,0
A,Ship,low,4334,148,9,0
B,Ship,medium,4629,181,4,0
C,Ship,high,5978,111,2,1
F,Ship,medium,4163,181,9,0
D,Ship,low,4787,108,5,0
F,Ship,low,5999,188,1,1
A,Ship,low,4553,231,7,1
B,Ship,low,5127,230,4,0
C,Ship,low,5449,197,7,0
F,Ship,high,5101,252,6,0
D,Ship,medium,5437,237,2,1
F,Ship,medium,5453,182,8,1
A,Ship,high,4157,241,6,0
B,Ship,medium,5833,247,6,1
C,Ship,low,5014,156,8,0
F,Ship,low,4741,189,7,1
D,Ship,low,4471,240,9,1
F,Ship,medium,4516,196,8,0
A,Ship,low,5100,157,7,0
B,Ship,medium,5764,203,10,0
C,Ship,medium,4733,156,9,1
F,Ship,medium,5366,172,5,1
D,Ship,low,4533,204,1,0
F,Ship,high,5252,283,9,1
A,Ship,medium,4710,257,4,0
B,Ship,medium,5136,147,3,1
C,Ship,low,5691,229,6,1
F,Ship,low,4296,111,1,1
D,Ship,high,5021,231,8,0
F,Ship,low,5032,197,6,0
A,Ship,medium,5647,157,5,0
B,Ship,high,5281,201,10,0
C,Ship,high,5644,247,10,0
F,Ship,low,5045,184,5,0
D,Ship,high,5000,144,3,0
F,Ship,low,4139,245,9,0
A,Ship,low,5638,163,5,0
B,Ship,medium,4524,154,3,0
C,Ship,low,5871,245,8,1
F,Ship,medium,5626,268,2,1
D,Ship,low,5677,180,1,0
F,Ship,low,4889,230,7,0
A,Ship,low,5685,197,2,0
B,Ship,high,4248,252,4,0
C,Ship,medium,5434,237,10,0
F,Ship,medium,4710,182,7,1
D,Ship,high,5306,241,8,1
F,Ship,medium,4862,247,3,1
A,Ship,low,5533,156,1,1
B,Ship,low,5965,189,1,0
C,Ship,low,5905,240,7,1
F,Ship,medium,5204,196,8,0
D,Ship,low,5807,157,9,1
F,Ship,medium,4145,203,4,0
A,Ship,medium,5637,156,6,1
B,Ship,medium,4618,172,1,0
C,Ship,low,5795,204,7,0
F,Road,high,4216,283,1,1
D,Road,medium,5881,257,3,1
F,Road,medium,5499,147,8,0
A,Road,low,5225,229,5,1
B,Road,low,4473,111,4,1
C,Road,high,4452,231,6,0
F,Road,low,4113,197,2,1
D,Road,medium,5398,157,8,0
F,Road,high,4699,201,7,0
A,Road,high,5882,247,10,0
B,Road,low,5800,184,2,0
C,Road,high,4440,144,8,0
F,Road,low,5186,245,4,1
D,Road,low,4570,163,5,0
F,Road,medium,5235,154,1,1
A,Road,low,5978,245,1,0
B,Road,medium,4483,268,9,0
C,Road,low,5718,180,7,0
F,Road,low,1690,182,10,1
D,Road,low,1116,164,7,0
F,Road,low,1187,136,2,0
A,Road,medium,1512,290,8,1
B,Flight,medium,1278,134,10,1
C,Flight,low,5563,215,2,1
F,Flight,low,5857,213,2,1
D,Flight,medium,4475,132,4,1
F,Flight,low,4313,220,2,0
A,Flight,low,5683,215,8,0
B,Flight,low,4804,212,5,1
C,Flight,medium,5570,190,5,1
F,Flight,low,4749,171,3,1
D,Flight,medium,4069,153,4,1
F,Flight,medium,5488,164,2,0
A,Flight,low,4554,172,5,1
B,Flight,medium,4805,199,7,0
C,Flight,medium,4323,163,6,0
F,Flight,low,4699,263,9,1
D,Flight,medium,4636,156,7,0
F,Flight,low,4596,206,1,1
A,Flight,low,4162,224,8,0
B,Flight,medium,4205,221,5,1
C,Flight,low,4865,221,1,0
F,Flight,medium,4779,263,10,0
D,Flight,low,5088,148,10,0
F,Ship,low,5016,232,9,1
A,Ship,medium,5847,139,3,1
B,Ship,low,4015,185,6,0
C,Ship,medium,4282,183,9,0
F,Ship,medium,4882,245,2,1
D,Ship,medium,4214,159,9,0
F,Ship,medium,5212,249,6,0
A,Ship,medium,5865,233,10,1
B,Ship,high,5881,226,2,1
C,Ship,medium,4735,152,6,0
F,Ship,medium,5514,143,1,0
D,Ship,medium,4558,218,1,1
F,Ship,medium,4976,209,2,0
A,Ship,medium,5875,157,9,0
B,Ship,medium,4414,218,6,1
C,Ship,high,4172,235,10,0
F,Ship,medium,4364,253,2,0
D,Ship,high,4145,211,7,1
F,Ship,medium,4283,265,3,1
A,Ship,medium,5967,201,7,1
B,Ship,medium,5167,216,1,1
C,Ship,low,5463,176,4,0
F,Ship,medium,4924,155,8,0
D,Ship,low,4290,266,2,0
F,Ship,medium,5115,250,7,1
A,Ship,low,5486,205,6,0
B,Ship,low,4019,175,1,0
C,Ship,high,4423,260,3,0
F,Ship,high,5398,157,1,0
D,Ship,medium,4644,282,5,1
F,Ship,medium,5337,238,8,1
A,Ship,medium,5139,187,4,1
B,Ship,low,4643,104,5,0
C,Ship,low,4727,230,1,0
F,Ship,low,5554,174,10,0
D,Ship,medium,5113,237,3,0
F,Ship,medium,4506,202,7,1
A,Ship,medium,5900,204,4,1
B,Ship,high,4024,243,7,0
C,Ship,medium,5014,165,5,1
F,Ship,low,4968,169,3,1
D,Ship,low,4632,197,7,0
F,Ship,medium,4350,263,8,0
A,Ship,low,4113,247,3,0
B,Ship,low,4314,207,9,0
C,Ship,medium,4932,155,9,1
F,Ship,low,5764,174,10,0
D,Ship,medium,4148,220,8,0
F,Ship,medium,4942,192,5,1
A,Ship,medium,4735,231,2,0
B,Ship,low,5381,237,10,0
C,Ship,medium,5872,187,8,0
F,Ship,high,5444,141,5,1
D,Ship,low,5243,272,3,0
F,Ship,low,4971,229,5,1
A,Ship,medium,4307,173,9,0
B,Ship,low,5875,271,7,0
C,Ship,medium,4956,246,7,0
F,Ship,medium,4548,104,3,0
D,Ship,low,4233,121,8,1
F,Ship,medium,5935,212,10,0
A,Ship,medium,4572,139,5,0
B,Ship,low,5688,250,10,0
C,Ship,low,4826,272,10,1
F,Ship,medium,5982,160,8,0
D,Ship,low,4855,170,4,1
F,Ship,low,5001,260,1,1
A,Ship,low,4008,168,7,0
B,Ship,medium,5764,261,7,0
C,Ship,medium,5332,117,4,0
F,Ship,medium,5469,151,5,0
D,Ship,medium,5578,181,4,1
F,Ship,low,5656,251,2,0
A,Ship,medium,4451,178,8,1
B,Ship,low,4305,227,10,1
C,Ship,medium,4812,206,1,1
F,Ship,low,5767,181,4,0
D,Ship,medium,4378,117,1,0
F,Ship,medium,4388,187,9,0
A,Ship,medium,4096,219,5,0
B,Ship,low,4620,280,7,1
C,Ship,low,4096,178,5,0
F,Ship,medium,4226,139,3,0
D,Ship,low,5709,137,6,1
F,Ship,low,5863,248,6,1
A,Ship,low,5978,259,10,0
B,Ship,medium,5126,139,5,0
C,Ship,medium,4703,267,4,0
F,Ship,medium,5852,271,1,1
D,Ship,medium,5505,181,4,0
F,Ship,medium,4425,222,2,0
A,Ship,medium,5804,159,6,0
B,Ship,medium,4930,238,3,0
C,Road,medium,5614,256,5,1
F,Road,low,4955,202,9,0
D,Road,medium,4188,258,2,0
F,Road,medium,5576,174,8,0
A,Road,low,5814,270,7,0
B,Road,low,4551,215,9,0
C,Road,medium,4571,254,9,0
F,Road,low,5972,253,9,0
D,Road,medium,5797,269,1,0
F,Road,low,5738,224,7,0
A,Road,medium,4391,157,1,0
B,Road,low,4625,250,5,0
C,Road,medium,5235,132,5,1
F,Road,medium,5604,256,6,1
D,Road,low,5114,237,1,0
F,Road,medium,4660,199,7,1
A,Road,medium,4536,186,7,0
B,Road,medium,4114,213,7,0
C,Road,medium,4332,260,6,0
F,Road,low,4637,247,1,1
D,Road,medium,4322,178,9,1
F,Road,low,5682,135,7,0
A,Flight,medium,4187,234,3,1
B,Flight,high,4004,214,1,0
C,Flight,low,5549,174,8,0
F,Flight,medium,4283,262,8,0
D,Flight,high,4346,180,5,0
F,Flight,medium,4819,165,6,1
A,Flight,low,4470,150,10,0
B,Flight,low,5706,227,9,1
C,Flight,medium,5727,220,8,1
F,Flight,medium,4604,255,1,1
D,Flight,medium,5135,202,5,1
F,Flight,medium,4140,261,2,0
A,Flight,low,4713,244,5,0
B,Flight,medium,5128,173,1,0
C,Flight,medium,5343,224,1,1
F,Flight,medium,5797,263,2,1
D,Flight,low,4672,160,1,0
F,Flight,low,4038,106,9,1
A,Flight,medium,4659,227,9,0
B,Flight,low,5251,257,2,1
C,Flight,medium,5113,155,6,1
F,Flight,low,5214,212,8,0
D,Ship,low,4996,205,10,0
F,Ship,low,5890,211,6,0
A,Ship,low,4729,178,9,1
B,Ship,high,4568,221,5,1
C,Ship,low,4682,253,9,1
F,Ship,medium,5430,185,8,1
D,Ship,high,5667,160,6,0
F,Ship,low,4402,173,5,0
A,Ship,medium,4070,256,8,0
B,Ship,high,5680,134,6,0
C,Ship,low,4684,160,4,1
F,Ship,low,5137,205,1,0
D,Ship,low,4029,202,4,0
F,Ship,medium,4153,158,2,0
A,Ship,medium,5259,233,4,0
B,Ship,high,5364,163,10,1
C,Ship,medium,4053,202,4,0
F,Ship,low,5189,229,1,1
D,Ship,high,4183,120,1,0
F,Ship,medium,5973,185,10,1
A,Ship,medium,4377,154,1,0
B,Ship,medium,5782,238,4,1
C,Ship,low,5284,179,3,0
F,Ship,medium,4963,237,10,0
D,Ship,low,4996,234,8,0
F,Ship,low,4091,116,1,1
A,Ship,low,4344,157,8,1
B,Ship,medium,4390,151,8,1
C,Ship,medium,5062,160,1,0
F,Ship,low,5203,226,8,1
D,Ship,low,5684,254,6,0
F,Ship,low,5726,194,8,1
A,Ship,medium,4003,194,4,0
B,Ship,low,5503,175,6,0
C,Ship,medium,4091,228,9,0
F,Ship,low,5056,240,4,1
D,Ship,medium,4255,166,8,1
F,Ship,medium,4562,249,10,0
A,Ship,medium,4314,261,7,1
B,Ship,low,5066,209,10,0
C,Ship,medium,5864,154,4,0
F,Ship,low,5946,98,8,0
D,Ship,medium,4784,193,2,0
F,Ship,low,5397,169,6,0
A,Ship,medium,5904,227,3,0
B,Ship,medium,4170,150,6,1
C,Ship,medium,5440,260,8,1
F,Ship,medium,4587,243,9,0
D,Ship,medium,4183,271,10,0
F,Ship,medium,5626,129,5,0
A,Ship,medium,4208,228,4,0
B,Ship,low,4669,243,9,1
C,Ship,medium,5547,187,6,0
F,Ship,medium,4387,185,10,0
D,Ship,high,5500,228,1,1
F,Ship,low,4023,248,2,1
A,Ship,low,4652,233,6,0
B,Ship,medium,4025,151,8,1
C,Ship,high,4599,160,3,0
F,Ship,medium,4268,265,4,1
D,Ship,high,5075,229,4,1
F,Ship,high,5646,144,8,1
A,Ship,high,4929,172,1,1
B,Ship,medium,4608,273,5,0
C,Ship,low,1869,182,7,1
F,Ship,low,1376,164,3,0
D,Ship,low,5484,240,4,1
F,Ship,medium,4280,166,6,0
A,Ship,medium,5876,249,7,1
B,Ship,medium,4590,261,1,0
C,Ship,low,4047,209,8,0
F,Ship,medium,4744,154,6,0
D,Ship,low,4651,98,8,1
F,Ship,medium,4982,193,9,0
A,Ship,low,4081,169,6,1
B,Ship,medium,4734,227,10,0
C,Ship,medium,5944,150,10,0
F,Ship,medium,4986,260,10,0
D,Ship,medium,4170,243,1,1
F,Ship,medium,4924,271,5,0
A,Ship,medium,4873,129,7,1
B,Ship,medium,4927,228,8,0
C,Ship,low,4828,243,9,1
F,Ship,medium,5922,187,3,0
D,Ship,medium,4111,185,4,1
F,Ship,high,4663,228,5,0
A,Ship,low,4583,248,10,0
B,Ship,low,4705,233,6,1
C,Ship,medium,5275,151,10,0
F,Ship,high,5876,160,2,0
D,Ship,medium,5113,265,7,0
F,Ship,high,5584,229,3,0
A,Ship,high,5501,144,1,0
B,Road,high,4883,172,9,0
C,Road,medium,5574,273,10,1
F,Road,low,1272,182,6,1
D,Road,low,1949,164,9,1
F,Road,medium,1707,268,5,0
A,Road,medium,1678,218,4,1
B,Road,medium,1329,236,6,1
C,Road,low,1059,188,2,1
F,Road,medium,1335,277,8,0
D,Road,low,5976,127,8,1
F,Road,low,5146,143,5,1
A,Road,medium,4014,192,7,1
B,Road,medium,4360,239,9,0
C,Road,low,4828,215,4,1
F,Road,medium,4243,139,1,0
D,Road,medium,5361,250,4,0
F,Road,medium,5541,187,1,0
A,Road,low,5982,151,5,1
B,Road,medium,4191,181,9,0
C,Road,low,4823,170,5,1
F,Road,low,4986,139,1,0
D,Road,low,4519,186,1,0
F,Flight,medium,4948,273,2,0
A,Flight,low,4292,274,8,1
B,Flight,low,5559,108,10,1
C,Flight,medium,4212,132,4,0
F,Flight,medium,4972,223,4,1
D,Flight,medium,4804,240,2,0
F,Flight,low,5615,106,3,0
A,Flight,medium,4393,143,5,1
B,Flight,medium,5441,238,5,1
C,Flight,medium,5937,156,3,0
F,Flight,low,5296,203,9,1
D,Flight,medium,4564,259,5,1
F,Flight,low,4486,225,10,0
A,Flight,medium,5208,154,9,0
B,Flight,medium,4058,227,2,1
C,Flight,medium,5826,208,1,0
F,Flight,medium,5983,255,8,0
D,Flight,low,4597,218,7,0
F,Flight,medium,4161,184,1,0
A,Flight,low,4403,233,7,1
B,Flight,medium,5916,230,2,1
C,Flight,low,5017,249,5,1
F,Ship,low,4893,176,2,0
D,Ship,low,5566,272,3,0
F,Ship,low,4151,192,7,0
A,Ship,low,5756,100,3,0
B,Ship,low,4237,271,2,1
C,Ship,high,4735,165,5,0
F,Ship,medium,5011,124,10,0
D,Ship,low,4796,193,4,0
F,Ship,medium,4681,156,2,0
A,Ship,medium,4198,170,10,0
B,Ship,medium,4750,243,5,1
C,Ship,low,5720,163,7,0
F,Ship,low,4955,201,4,1
D,Ship,low,5333,232,10,0
F,Ship,medium,4964,214,2,1
A,Ship,medium,4147,149,7,1
B,Ship,high,4880,122,10,0
C,Ship,low,5040,253,2,1
F,Ship,medium,4042,123,8,0
D,Ship,medium,4028,261,2,0
F,Ship,low,5061,235,7,0
A,Ship,medium,4702,141,8,0
B,Ship,low,5602,241,8,1
C,Ship,low,4299,253,9,0
F,Ship,low,5116,177,6,0
D,Ship,high,5527,160,10,0
F,Ship,low,4436,134,9,0
A,Ship,medium,5965,258,4,0
B,Ship,low,4840,188,6,0
C,Ship,medium,5950,270,5,1
F,Ship,medium,5460,243,10,0
D,Ship,low,5398,100,3,0
F,Ship,medium,5370,134,7,1
A,Ship,medium,4562,255,3,1
B,Ship,low,5382,260,8,0
C,Ship,low,4423,265,6,1
F,Ship,low,5847,221,2,0
D,Ship,low,4840,157,9,0
F,Ship,low,4861,222,8,0
A,Ship,low,5496,179,7,0
B,Ship,low,5046,231,5,0
C,Ship,low,5893,228,6,0
F,Ship,low,5898,264,9,1
D,Ship,medium,5330,170,2,1
F,Ship,medium,4876,159,3,0
A,Ship,high,5089,166,6,1
B,Ship,medium,4012,234,8,1
C,Ship,medium,4362,215,5,0
F,Ship,high,5589,179,8,0
D,Ship,medium,5953,180,8,1
F,Ship,low,4953,149,9,1
A,Ship,low,5825,150,1,0
B,Ship,low,5666,155,4,0
C,Ship,medium,4762,199,4,0
F,Ship,low,4248,169,10,0
D,Ship,low,5037,276,8,0
F,Ship,low,5843,257,1,0
A,Ship,medium,4366,153,1,1
B,Ship,low,4946,228,6,1
C,Ship,medium,4724,133,4,0
F,Ship,medium,4262,206,10,0
D,Ship,low,5731,263,9,1
F,Ship,medium,4501,190,4,0
A,Ship,medium,4910,175,4,1
B,Ship,low,4059,272,2,1
C,Ship,medium,4711,111,10,0
F,Ship,low,5756,233,5,1
D,Ship,low,5325,235,4,0
F,Ship,medium,4415,255,5,0
A,Ship,low,4005,216,6,0
B,Ship,medium,4641,266,5,0
C,Ship,medium,4953,200,7,1
F,Ship,medium,5721,194,6,1
D,Ship,low,5020,220,3,0
F,Ship,low,5148,270,1,1
A,Ship,medium,4231,168,2,0
B,Ship,medium,5900,172,8,1
C,Ship,high,4759,168,4,1
F,Ship,low,5415,243,4,0
D,Ship,low,5094,181,1,1
F,Ship,low,4141,167,2,0
A,Ship,low,5967,224,3,0
B,Ship,medium,5221,252,6,0
C,Ship,medium,4493,266,8,0
F,Ship,low,4882,144,5,0
D,Ship,low,5149,222,4,0
F,Ship,low,5002,199,10,1
A,Ship,medium,4958,214,2,0
B,Ship,medium,5828,258,2,1
C,Ship,low,5534,194,1,0
F,Ship,low,5132,201,2,1
D,Ship,medium,4383,243,5,0
F,Ship,medium,5716,264,2,0
A,Road,medium,5476,204,4,0
B,Road,low,5099,239,3,1
C,Road,medium,5580,168,5,0
F,Road,medium,5001,229,10,0
D,Road,medium,5374,246,1,1
F,Road,low,4029,217,6,1
A,Road,low,5737,166,6,0
B,Road,high,5731,159,3,1
C,Road,medium,5508,220,1,0
F,Road,medium,4659,172,10,1
D,Road,medium,5910,262,2,1
F,Road,low,5300,194,1,1
A,Road,medium,4719,232,10,0
B,Road,medium,4741,259,3,1
C,Road,low,4914,259,1,1
F,Road,low,4616,246,10,1
D,Road,medium,5016,247,2,1
F,Road,low,4539,137,1,0
A,Road,high,4236,273,5,0
B,Road,high,5502,152,5,1
C,Road,high,4833,235,7,1
F,Road,low,4555,212,3,0
D,Flight,low,5208,286,3,0
F,Flight,medium,4987,151,6,0
A,Flight,low,5296,204,6,1
B,Flight,low,4705,191,1,0
C,Flight,low,4518,221,1,1
F,Flight,low,4475,161,2,0
D,Flight,low,5157,183,9,0
F,Flight,low,5892,243,6,0
A,Flight,low,4038,194,8,1
B,Flight,medium,4197,266,4,1
C,Flight,medium,4933,249,10,0
F,Flight,low,4398,133,10,0
D,Flight,low,4118,244,10,1
F,Flight,medium,4832,235,6,1
A,Flight,low,5932,166,10,1
B,Flight,low,4028,239,10,0
C,Flight,low,4683,141,7,0
F,Flight,low,4831,168,1,0
D,Flight,low,5699,203,4,0
F,Flight,medium,4418,171,9,1
A,Flight,high,5537,120,10,0
B,Flight,low,4811,240,6,0
C,Ship,medium,5197,178,10,0
F,Ship,high,5514,237,9,1
D,Ship,low,5673,169,3,0
F,Ship,low,4245,169,10,0
A,Ship,medium,5790,201,8,0
B,Ship,medium,5418,249,4,1
C,Ship,medium,4014,101,1,1
